feature,place,category,pred,,,,,,,
bulgogi,Danji_KBBQ,food,0.4864584,,,,,,,
beef,Danji_KBBQ,price,0.4864584,,,,,,,
variety,Danji_KBBQ,price,0.69095093,,,,,,,
food,Danji_KBBQ,food,0.69095093,,,,,,,
Price,Danji_KBBQ,food,0.24997959,,,,,,,
places,Danji_KBBQ,price,-0.001084648,,,,,,,
time,Danji_KBBQ,price,-0.006634183,,,,,,,
limit,Danji_KBBQ,price,-0.006634183,,,,,,,
hours,Danji_KBBQ,price,-0.006634183,,,,,,,
cash,Danji_KBBQ,price,0.002725229,,,,,,,
pay,Danji_KBBQ,price,0.002725229,,,,,,,
guys,Danji_KBBQ,service,0.20254515,,,,,,,
soy,Danji_KBBQ,food,0.90192556,,,,,,,
sauce,Danji_KBBQ,food,0.90192556,,,,,,,
beef,Danji_KBBQ,price,0.90192556,,,,,,,
Dinner,Danji_KBBQ,food,-0.007056773,,,,,,,
price,Danji_KBBQ,price,-0.00705678,,,,,,,
gst,Danji_KBBQ,Non-Categorised,-0.00705678,,,,,,,
charge,Danji_KBBQ,price,-0.007056773,,,,,,,
맛있음,Danji_KBBQ,food,-7.70E-05,,,,,,,
nets,Danji_KBBQ,price,-7.70E-05,,,,,,,
service,Danji_KBBQ,service,-0.002765022,,,,,,,
food,Danji_KBBQ,food,0.49102443,,,,,,,
operation,Danji_KBBQ,price,-0.08021324,,,,,,,
buffet,Danji_KBBQ,food,-0.08021324,,,,,,,
Food,Danji_KBBQ,food,0.19437861,,,,,,,
table,Danji_KBBQ,price,0.19437861,,,,,,,
time,Danji_KBBQ,price,-0.13780463,,,,,,,
Price,Danji_KBBQ,food,0.49539462,,,,,,,
food,Danji_KBBQ,food,-0.05245597,,,,,,,
CB,Danji_KBBQ,food,-0.05245597,,,,,,,
price,Danji_KBBQ,price,-0.001767911,,,,,,,
service,Danji_KBBQ,service,0.79259217,,,,,,,
Foods,Danji_KBBQ,food,0.7945802,,,,,,,
staffs,Danji_KBBQ,service,0.17201373,,,,,,,
price,Danji_KBBQ,price,0.25022286,,,,,,,
Quality,Danji_KBBQ,Non-Categorised,-0.005344689,,,,,,,
meat,Danji_KBBQ,food,-0.005344689,,,,,,,
flow,Danji_KBBQ,price,-0.00086727,,,,,,,
buffet,Danji_KBBQ,food,-0.00086727,,,,,,,
par,Danji_KBBQ,price,-0.025110222,,,,,,,
standard,Danji_KBBQ,price,-0.025110222,,,,,,,
stretch,Danji_KBBQ,price,-0.025110222,,,,,,,
time,Danji_KBBQ,price,0.2442444,,,,,,,
dinner,Danji_KBBQ,price,0.2442444,,,,,,,
times,Danji_KBBQ,price,0.023430564,,,,,,,
service,Danji_KBBQ,service,0.79259217,,,,,,,
employees,Danji_KBBQ,service,-0.33837503,,,,,,,
tables,Danji_KBBQ,ambience,-0.338375,,,,,,,
order,Danji_KBBQ,price,-0.003199011,,,,,,,
buffet,Danji_KBBQ,food,-0.02974037,,,,,,,
style,Danji_KBBQ,price,-0.02974037,,,,,,,
food,Danji_KBBQ,food,-0.002875768,,,,,,,
experience,Danji_KBBQ,price,-0.48448434,,,,,,,
reservation,Danji_KBBQ,price,-0.005294569,,,,,,,
restaurant,Danji_KBBQ,ambience,-0.48448434,,,,,,,
owner,Danji_KBBQ,price,-0.005294569,,,,,,,
days,Danji_KBBQ,price,-0.005294569,,,,,,,
time,Danji_KBBQ,price,0.000489004,,,,,,,
tonight,Danji_KBBQ,price,0.000489004,,,,,,,
answer,Danji_KBBQ,price,-0.006480411,,,,,,,
variety,Danji_KBBQ,price,0.7871376,,,,,,,
meats,Danji_KBBQ,food,0.7871376,,,,,,,
Meats,Danji_KBBQ,food,-0.00095854,,,,,,,
Ventilation,Danji_KBBQ,food,0.694077,,,,,,,
smoke,Danji_KBBQ,ambience,0.694077,,,,,,,
shirt,Danji_KBBQ,price,0.694077,,,,,,,
carte,Danji_KBBQ,price,-0.001942985,,,,,,,
dishes,Danji_KBBQ,food,-0.001942985,,,,,,,
quality,Danji_KBBQ,price,0.64566696,,,,,,,
CB,Danji_KBBQ,food,-0.0018427,,,,,,,
period,Danji_KBBQ,price,-0.0018427,,,,,,,
owner,Danji_KBBQ,price,0.2164472,,,,,,,
food,Danji_KBBQ,food,0.2164472,,,,,,,
taste,Danji_KBBQ,price,0.2164472,,,,,,,
staff,Danji_KBBQ,service,-0.001917012,,,,,,,
takeaway,Danji_KBBQ,Non-Categorised,-0.003649987,,,,,,,
times,Danji_KBBQ,price,-0.001255743,,,,,,,
service,Danji_KBBQ,service,-0.001255743,,,,,,,
thing,Danji_KBBQ,price,0.6206586,,,,,,,
food,Danji_KBBQ,food,0.5087543,,,,,,,
bar,Danji_KBBQ,ambience,0.5900385,,,,,,,
aqua,Danji_KBBQ,ambience,0.5900384,,,,,,,
service,Danji_KBBQ,service,0.5900384,,,,,,,
rice,Danji_KBBQ,ambience,-0.003626905,,,,,,,
end,Danji_KBBQ,price,-0.003626905,,,,,,,
side,Danji_KBBQ,price,-0.000609383,,,,,,,
dishes,Danji_KBBQ,food,-0.000609383,,,,,,,
restaurant,Danji_KBBQ,ambience,0.359834,,,,,,,
takeaways,Danji_KBBQ,food,0.71696603,,,,,,,
sets,Danji_KBBQ,price,0.71696603,,,,,,,
circuit,Danji_KBBQ,service,0.71696603,,,,,,,
breaker,Danji_KBBQ,price,0.71696603,,,,,,,
period,Danji_KBBQ,price,0.71696603,,,,,,,
Yay,Danji_KBBQ,food,-0.001542144,,,,,,,
taste,Danji_KBBQ,price,0.35746506,,,,,,,
Thanks,Danji_KBBQ,food,0.18452036,,,,,,,
request,Danji_KBBQ,price,0.5913152,,,,,,,
meat,Danji_KBBQ,food,0.5913152,,,,,,,
behalf,Danji_KBBQ,price,0.5913152,,,,,,,
meal,Danji_KBBQ,food,0.45338747,,,,,,,
service,Danji_KBBQ,service,0.39073646,,,,,,,
Value,Danji_KBBQ,food,-0.002094112,,,,,,,
money,Danji_KBBQ,price,-0.002094112,,,,,,,
place,Danji_KBBQ,ambience,0.79036605,,,,,,,
rice,Danji_KBBQ,ambience,0.98971224,,,,,,,
pajeon,Danji_KBBQ,food,-7.70E-05,,,,,,,
chaechae,Danji_KBBQ,food,-7.70E-05,,,,,,,
kimchi,Danji_KBBQ,Non-Categorised,-0.002188221,,,,,,,
bbq,Danji_KBBQ,food,-0.17124605,,,,,,,
gem,Danji_KBBQ,price,-0.17124605,,,,,,,
east,Danji_KBBQ,price,-0.17124605,,,,,,,
dinner,Danji_KBBQ,price,-0.00366772,,,,,,,
Food,Danji_KBBQ,food,-0.004461005,,,,,,,
quality,Danji_KBBQ,price,-0.004461005,,,,,,,
disappointment,Danji_KBBQ,price,-0.2416031,,,,,,,
soup,Danji_KBBQ,food,-0.2416031,,,,,,,
spread,Danji_KBBQ,price,0.22605865,,,,,,,
bbq,Danji_KBBQ,food,0.58719176,,,,,,,
deserts,Danji_KBBQ,food,-0.034081675,,,,,,,
cake,Danji_KBBQ,food,0.3514275,,,,,,,
ice,Danji_KBBQ,price,-0.00431037,,,,,,,
cream,Danji_KBBQ,food,-0.00431037,,,,,,,
Food,Danji_KBBQ,food,-0.10266685,,,,,,,
standard,Danji_KBBQ,price,-0.10266685,,,,,,,
Price,Danji_KBBQ,food,-0.009819821,,,,,,,
person,Danji_KBBQ,price,-0.009819821,,,,,,,
discount,Danji_KBBQ,price,-0.001202695,,,,,,,
dishes,Danji_KBBQ,food,-0.001778454,,,,,,,
boss,Danji_KBBQ,price,-0.0830855,,,,,,,
#,Danji_KBBQ,Non-Categorised,-7.70E-05,,,,,,,
Gemfind,Danji_KBBQ,food,-7.70E-05,,,,,,,
japchae,Danji_KBBQ,Non-Categorised,-7.70E-05,,,,,,,
haemul,Danji_KBBQ,Non-Categorised,-7.70E-05,,,,,,,
pajeon,Danji_KBBQ,food,-7.70E-05,,,,,,,
variety,Danji_KBBQ,price,0.5376272,,,,,,,
food,Danji_KBBQ,food,0.5376272,,,,,,,
grilling,Danji_KBBQ,food,0.5376272,,,,,,,
meat,Danji_KBBQ,food,0.30604464,,,,,,,
eaters,Danji_KBBQ,food,0.30604464,,,,,,,
restaurant,Danji_KBBQ,ambience,-0.003774509,,,,,,,
variety,Danji_KBBQ,price,-0.002501436,,,,,,,
pork,Danji_KBBQ,food,-0.002501436,,,,,,,
Payment,Danji_KBBQ,food,0.001320817,,,,,,,
nets,Danji_KBBQ,price,0.001320817,,,,,,,
reservation,Danji_KBBQ,price,-0.015920177,,,,,,,
group,Danji_KBBQ,price,-0.015920185,,,,,,,
staffs,Danji_KBBQ,service,0.19954161,,,,,,,
place,Danji_KBBQ,ambience,0.19954161,,,,,,,
gatherings,Danji_KBBQ,ambience,0.19954161,,,,,,,
pleasant,Danji_KBBQ,Non-Categorised,0.7134354,,,,,,,
beef,Danji_KBBQ,price,-0.002124742,,,,,,,
chicken,Danji_KBBQ,food,-0.5980016,,,,,,,
veg,Danji_KBBQ,food,-0.007720552,,,,,,,
point,Danji_KBBQ,price,-0.001429386,,,,,,,
cheese,Danji_KBBQ,food,-0.003544197,,,,,,,
milk,Danji_KBBQ,price,-0.002721079,,,,,,,
coffee,Danji_KBBQ,price,-0.002721079,,,,,,,
cash,Danji_KBBQ,price,-7.70E-05,,,,,,,
value,Danji_KBBQ,price,0.45667848,,,,,,,
money,Danji_KBBQ,price,0.45667848,,,,,,,
places,Danji_KBBQ,price,0.45667848,,,,,,,
variety,Danji_KBBQ,Non-Categorised,0.59924716,,,,,,,
restaurants,Danji_KBBQ,price,0.59924716,,,,,,,
side,Danji_KBBQ,price,-0.002061553,,,,,,,
dishes,Danji_KBBQ,food,-0.002061553,,,,,,,
customer,Danji_KBBQ,service,-0.00478515,,,,,,,
bbq,Danji_KBBQ,food,-0.18664107,,,,,,,
price,Danji_KBBQ,price,-0.001934305,,,,,,,
variety,Danji_KBBQ,price,-0.001934305,,,,,,,
foods,Danji_KBBQ,price,-0.001934305,,,,,,,
food,Danji_KBBQ,food,-0.001725562,,,,,,,
tuck,Danji_KBBQ,food,0.11553652,,,,,,,
turn,Danji_KBBQ,price,0.11553652,,,,,,,
airport,Danji_KBBQ,price,0.11553652,,,,,,,
rd,Danji_KBBQ,Non-Categorised,0.11553652,,,,,,,
trades,Danji_KBBQ,price,0.021980546,,,,,,,
scene,Danji_KBBQ,ambience,0.36639112,,,,,,,
people,Danji_KBBQ,service,0.36639115,,,,,,,
price,Danji_KBBQ,price,0.704096,,,,,,,
quality,Danji_KBBQ,price,0.704096,,,,,,,
ratio,Danji_KBBQ,price,0.704096,,,,,,,
Staff,Danji_KBBQ,Non-Categorised,0.1955046,,,,,,,
people,Danji_KBBQ,service,0.7692212,,,,,,,
place,Danji_KBBQ,ambience,0.7692212,,,,,,,
Food,Danji_KBBQ,food,0.99726707,,,,,,,
variety,Danji_KBBQ,price,0.99726707,,,,,,,
meat,Danji_KBBQ,food,-0.003211431,,,,,,,
bbq,Danji_KBBQ,food,0.98087656,,,,,,,
value,Danji_KBBQ,price,0.69094896,,,,,,,
money,Danji_KBBQ,price,0.69094896,,,,,,,
notch,Danji_KBBQ,price,0.41295794,,,,,,,
quality,Danji_KBBQ,price,0.41295794,,,,,,,
beef,Danji_KBBQ,price,-0.003780618,,,,,,,
price,Danji_KBBQ,price,0.41295794,,,,,,,
lettuce,Danji_KBBQ,food,0.3485993,,,,,,,
kimchi,Danji_KBBQ,food,0.70717955,,,,,,,
meal,Danji_KBBQ,food,-0.001892738,,,,,,,
variety,Danji_KBBQ,price,-0.002360456,,,,,,,
owner,Danji_KBBQ,price,-0.000280254,,,,,,,
chef,Danji_KBBQ,food,-0.000280254,,,,,,,
bossam,Danji_KBBQ,food,-0.003471136,,,,,,,
pork,Danji_KBBQ,food,-0.003471136,,,,,,,
kitchen,Danji_KBBQ,ambience,0.008771025,,,,,,,
chicken,Danji_KBBQ,food,-0.58658093,,,,,,,
drumlets,Danji_KBBQ,food,-0.116031,,,,,,,
soup,Danji_KBBQ,food,-0.58658093,,,,,,,
pajeon,Danji_KBBQ,food,-7.70E-05,,,,,,,
review,Danji_KBBQ,price,0.09043332,,,,,,,
Service,Danji_KBBQ,food,0.4100791,,,,,,,
lady,Danji_KBBQ,ambience,0.4100791,,,,,,,
boss,Danji_KBBQ,price,0.4100791,,,,,,,
5.10pm,Danji_KBBQ,food,0.10477674,,,,,,,
time,Danji_KBBQ,price,0.001877226,,,,,,,
5.30pm,Danji_KBBQ,Non-Categorised,0.001877226,,,,,,,
Food,Danji_KBBQ,food,-0.004343778,,,,,,,
today,Danji_KBBQ,price,-0.002282217,,,,,,,
place,Danji_KBBQ,ambience,-0.19722602,,,,,,,
times,Danji_KBBQ,price,-0.19722602,,,,,,,
places,Danji_KBBQ,price,0.19305101,,,,,,,
price,Danji_KBBQ,price,0.49035034,,,,,,,
person,Danji_KBBQ,price,0.49035034,,,,,,,
50sgd,Danji_KBBQ,food,0.49035034,,,,,,,
staff,Danji_KBBQ,service,0.7030982,,,,,,,
quality,Danji_KBBQ,price,0.7030982,,,,,,,
bbq,Danji_KBBQ,food,0.7030982,,,,,,,
Value,Danji_KBBQ,food,-0.004640706,,,,,,,
money,Danji_KBBQ,price,-0.004640706,,,,,,,
night,Danji_KBBQ,price,0.612499,,,,,,,
variety,Danji_KBBQ,price,0.612499,,,,,,,
value,Danji_KBBQ,price,0.15241313,,,,,,,
money,Danji_KBBQ,price,0.15241313,,,,,,,
buffet,Danji_KBBQ,food,0.65298504,,,,,,,
service,Danji_KBBQ,service,0.65298504,,,,,,,
한국,Danji_KBBQ,Non-Categorised,-7.70E-05,,,,,,,
식육식당,Danji_KBBQ,food,-7.70E-05,,,,,,,
dinner,Danji_KBBQ,price,0.4107751,,,,,,,
service,Danji_KBBQ,service,0.54557246,,,,,,,
lady,Danji_KBBQ,ambience,0.54557246,,,,,,,
boss,Danji_KBBQ,price,0.54557246,,,,,,,
price,Danji_KBBQ,price,-0.002459273,,,,,,,
point,Danji_KBBQ,price,-0.002459273,,,,,,,
fix,Danji_KBBQ,price,-0.003810428,,,,,,,
bbq,Danji_KBBQ,food,-0.003810428,,,,,,,
value,Danji_KBBQ,price,0.70690227,,,,,,,
money,Danji_KBBQ,price,0.70690227,,,,,,,
staff,Danji_KBBQ,service,-0.003745787,,,,,,,
cook,Danji_KBBQ,food,0.002789535,,,,,,,
food,Danji_KBBQ,food,0.002789535,,,,,,,
meats,Danji_KBBQ,food,-0.004772715,,,,,,,
drinks,Danji_KBBQ,price,-0.001179054,,,,,,,
fruits,Danji_KBBQ,price,-7.70E-05,,,,,,,
meal,Danji_KBBQ,food,0.6929467,,,,,,,
food,Danji_KBBQ,food,0.6702172,,,,,,,
quality,Danji_KBBQ,price,0.6702172,,,,,,,
style,Danji_KBBQ,price,0.6702172,,,,,,,
restaurant,Danji_KBBQ,ambience,0.6702172,,,,,,,
friends,Danji_KBBQ,service,0.7867528,,,,,,,
owner,Danji_KBBQ,price,0.697315,,,,,,,
leaves,Danji_KBBQ,price,0.4826637,,,,,,,
food,Danji_KBBQ,food,-0.033525117,,,,,,,
pricing,Danji_KBBQ,price,0.2543321,,,,,,,
table,Danji_KBBQ,price,-0.001313396,,,,,,,
quality,Danji_KBBQ,price,0.64531803,,,,,,,
spread,Danji_KBBQ,price,0.64531803,,,,,,,
Value,Danji_KBBQ,food,-0.005143605,,,,,,,
money,Danji_KBBQ,price,-0.005143605,,,,,,,
place,Danji_KBBQ,ambience,-0.005143605,,,,,,,
value,Danji_KBBQ,price,0.695418,,,,,,,
food,Danji_KBBQ,food,0.695418,,,,,,,
cup,Danji_KBBQ,price,-0.48768285,,,,,,,
hygiene,Danji_KBBQ,service,-0.48768285,,,,,,,
Value,Danji_KBBQ,food,-0.002094112,,,,,,,
money,Danji_KBBQ,price,-0.002094112,,,,,,,
Side,Danji_KBBQ,food,0.59478176,,,,,,,
dishes,Danji_KBBQ,food,0.59478176,,,,,,,
beef,Danji_KBBQ,price,0.573214,,,,,,,
Staff,Danji_KBBQ,food,0.36948308,,,,,,,
pork,Danji_KBBQ,food,-0.002842732,,,,,,,
quality,Danji_KBBQ,price,0.9170424,,,,,,,
meats,Danji_KBBQ,food,0.9170424,,,,,,,
attempt,Danji_KBBQ,price,0.23889613,,,,,,,
staff,Danji_KBBQ,service,0.79359096,,,,,,,
way,Danji_KBBQ,price,-0.002444223,,,,,,,
meat,Danji_KBBQ,food,-0.002502643,,,,,,,
quality,Danji_KBBQ,price,0.1580235,,,,,,,
meat,Danji_KBBQ,food,0.60541,,,,,,,
Boss,Danji_KBBQ,food,0.3667861,,,,,,,
space,Danji_KBBQ,price,-0.23315915,,,,,,,
eating,Danji_KBBQ,price,0.38900355,,,,,,,
experience,Danji_KBBQ,price,0.38900355,,,,,,,
table,Danji_KBBQ,price,-0.001439117,,,,,,,
variety,Danji_KBBQ,price,0.6706493,,,,,,,
meats,Danji_KBBQ,food,0.6706493,,,,,,,
prawns,Danji_KBBQ,food,-7.70E-05,,,,,,,
size,Danji_KBBQ,price,0.6783147,,,,,,,
adults,Danji_KBBQ,service,-0.00224676,,,,,,,
kid,Danji_KBBQ,price,-0.000624172,,,,,,,
food,Danji_KBBQ,food,0.3015416,,,,,,,
fraction,Danji_KBBQ,price,0.3015416,,,,,,,
buffet,Danji_KBBQ,food,0.76804817,,,,,,,
Park,Danji_KBBQ,food,-0.003944755,,,,,,,
area,Danji_KBBQ,price,-0.003944755,,,,,,,
Cash,Danji_KBBQ,Non-Categorised,0.011698835,,,,,,,
Nets,Danji_KBBQ,food,0.011698835,,,,,,,
reviews,Danji_KBBQ,price,0.1540668,,,,,,,
man,Danji_KBBQ,price,-0.33573005,,,,,,,
part,Danji_KBBQ,price,-0.33573005,,,,,,,
staff,Danji_KBBQ,service,-0.33573005,,,,,,,
attitude,Danji_KBBQ,price,-0.33573005,,,,,,,
food,Danji_KBBQ,food,-0.003647789,,,,,,,
floor,Danji_KBBQ,ambience,-0.003647789,,,,,,,
buffet,Danji_KBBQ,food,-0.003695495,,,,,,,
road,Danji_KBBQ,price,0.18703835,,,,,,,
table,Danji_KBBQ,price,-0.002491295,,,,,,,
smell,Danji_KBBQ,ambience,-0.6302581,,,,,,,
spread,Danji_KBBQ,price,0.02491314,,,,,,,
Value,Danji_KBBQ,food,-0.002094112,,,,,,,
money,Danji_KBBQ,price,-0.002094112,,,,,,,
quality,Danji_KBBQ,price,0.69601905,,,,,,,
meat,Danji_KBBQ,food,0.69601905,,,,,,,
prawns,Danji_KBBQ,food,0.26615596,,,,,,,
bbq,Danji_KBBQ,food,0.26615596,,,,,,,
spread,Danji_KBBQ,price,0.6147051,,,,,,,
food,Danji_KBBQ,food,0.6147051,,,,,,,
owner,Danji_KBBQ,price,0.79279035,,,,,,,
food,Danji_KBBQ,food,0.71090275,,,,,,,
service,Danji_KBBQ,service,0.71090275,,,,,,,
variety,Danji_KBBQ,price,0.65060854,,,,,,,
beef,Danji_KBBQ,price,0.001811959,,,,,,,
cube,Danji_KBBQ,ambience,0.001811959,,,,,,,
regrets,Danji_KBBQ,price,0.028903238,,,,,,,
Food,Danji_KBBQ,food,0.49809262,,,,,,,
world,Danji_KBBQ,price,-0.005818948,,,,,,,
change,Danji_KBBQ,price,-0.005818948,,,,,,,
pan,Danji_KBBQ,food,-0.005818948,,,,,,,
paper,Danji_KBBQ,price,0.005070873,,,,,,,
food,Danji_KBBQ,food,0.295854,,,,,,,
service,Danji_KBBQ,service,0.69859076,,,,,,,
place,Danji_KBBQ,ambience,0.58675635,,,,,,,
meat,Danji_KBBQ,food,0.69238293,,,,,,,
buffet,Danji_KBBQ,food,-0.003301434,,,,,,,
Food,Danji_KBBQ,food,0.7059158,,,,,,,
quality,Danji_KBBQ,price,0.7059158,,,,,,,
price,Danji_KBBQ,price,0.7059158,,,,,,,
payment,Danji_KBBQ,price,-0.002116807,,,,,,,
Nets,Danji_KBBQ,food,0.011698835,,,,,,,
service,Danji_KBBQ,service,-0.002765022,,,,,,,
cash,Danji_KBBQ,price,-7.70E-05,,,,,,,
value,Danji_KBBQ,price,0.8160558,,,,,,,
buffet,Danji_KBBQ,food,0.9083251,,,,,,,
bbq,Danji_KBBQ,food,0.9083251,,,,,,,
Beer,Danji_KBBQ,food,-0.4012529,,,,,,,
price,Danji_KBBQ,price,-0.4012529,,,,,,,
abit,Danji_KBBQ,food,-0.4012529,,,,,,,
다양한음식,Danji_KBBQ,Non-Categorised,-7.70E-05,,,,,,,
quality,Danji_KBBQ,price,0.57998276,,,,,,,
meat,Danji_KBBQ,food,0.57998276,,,,,,,
owners,Danji_KBBQ,price,0.53381276,,,,,,,
experience,Danji_KBBQ,price,0.49283454,,,,,,,
service,Danji_KBBQ,service,0.98574173,,,,,,,
price,Danji_KBBQ,price,-0.001767911,,,,,,,
helpers,Danji_KBBQ,service,-0.00141824,,,,,,,
Value,Danji_KBBQ,food,-0.002094112,,,,,,,
money,Danji_KBBQ,price,-0.002094112,,,,,,,
buffet,Danji_KBBQ,Non-Categorised,-0.002094112,,,,,,,
kids,Danji_KBBQ,price,-0.002710909,,,,,,,
meat,Danji_KBBQ,food,-0.002399854,,,,,,,
selections,Danji_KBBQ,food,-0.002399869,,,,,,,
heat,Danji_KBBQ,price,0.35753563,,,,,,,
Food,Danji_KBBQ,food,0.6941788,,,,,,,
Claims,Danji_KBBQ,food,-0.001075573,,,,,,,
opening,Danji_KBBQ,price,-0.001075573,,,,,,,
hours,Danji_KBBQ,price,-0.001075573,,,,,,,
owners,Danji_KBBQ,price,0.010902859,,,,,,,
fact,Danji_KBBQ,price,0.010902859,,,,,,,
meat,Danji_KBBQ,food,-0.002675422,,,,,,,
variety,Danji_KBBQ,price,0.6903852,,,,,,,
Value,Danji_KBBQ,food,-0.002094112,,,,,,,
money,Danji_KBBQ,price,-0.002094112,,,,,,,
reservation,Danji_KBBQ,price,0.001129098,,,,,,,
food,Danji_KBBQ,food,-0.003800698,,,,,,,
aircon,Danji_KBBQ,food,0.012901619,,,,,,,
section,Danji_KBBQ,price,-0.003800698,,,,,,,
seat,Danji_KBBQ,price,0.012901619,,,,,,,
Food,Danji_KBBQ,food,0.6954021,,,,,,,
price,Danji_KBBQ,price,-0.012820944,,,,,,,
dinner,Danji_KBBQ,price,-0.002309516,,,,,,,
weekend,Danji_KBBQ,price,-0.007295899,,,,,,,
lunch,Danji_KBBQ,price,-0.004939079,,,,,,,
food,Danji_KBBQ,food,-0.004939079,,,,,,,
selections,Danji_KBBQ,food,-0.004939079,,,,,,,
bbq,Danji_KBBQ,food,0.98387533,,,,,,,
neighbourhood,Danji_KBBQ,ambience,0.7360785,,,,,,,
price,Danji_KBBQ,price,0.7360785,,,,,,,
meats,Danji_KBBQ,food,0.6906122,,,,,,,
food,Danji_KBBQ,food,0.39602804,,,,,,,
kimchi,Danji_KBBQ,food,0.988829,,,,,,,
Pork,Danji_KBBQ,food,0.78946304,,,,,,,
beef,Danji_KBBQ,price,-0.002124742,,,,,,,
star,Danji_KBBQ,price,0.09633085,,,,,,,
review,Danji_KBBQ,price,0.09633085,,,,,,,
meat,Danji_KBBQ,food,0.6796056,,,,,,,
quality,Danji_KBBQ,price,0.6796056,,,,,,,
ones,Danji_KBBQ,price,0.6796056,,,,,,,
friends,Danji_KBBQ,service,0.30357963,,,,,,,
restaurant,Danji_KBBQ,ambience,0.30357963,,,,,,,
stews,Danji_KBBQ,food,-7.70E-05,,,,,,,
sides,Danji_KBBQ,price,-0.002813138,,,,,,,
selection,Danji_KBBQ,food,0.70101774,,,,,,,
meats,Danji_KBBQ,food,0.70101774,,,,,,,
buffet,Danji_KBBQ,food,0.18643413,,,,,,,
price,Danji_KBBQ,price,0.18643413,,,,,,,
quality,Danji_KBBQ,price,0.6951948,,,,,,,
food,Danji_KBBQ,food,0.6951948,,,,,,,
Price,Danji_KBBQ,food,0.19895825,,,,,,,
Owners,Danji_KBBQ,food,0.36574003,,,,,,,
variety,Danji_KBBQ,price,-0.002360456,,,,,,,
place,Danji_KBBQ,ambience,-0.008955032,,,,,,,
variety,Danji_KBBQ,price,0.090753436,,,,,,,
frills,Danji_KBBQ,price,-0.008955032,,,,,,,
owners,Danji_KBBQ,price,0.5867945,,,,,,,
newbie,Danji_KBBQ,food,0.5867945,,,,,,,
beef,Danji_KBBQ,price,0.6994617,,,,,,,
pork,Danji_KBBQ,food,-0.003333323,,,,,,,
prawns,Danji_KBBQ,food,-7.70E-05,,,,,,,
chicken,Danji_KBBQ,food,-0.42890438,,,,,,,
quality,Danji_KBBQ,price,-0.42890438,,,,,,,
Meat,Danji_KBBQ,food,-0.003315024,,,,,,,
refill,Danji_KBBQ,price,-0.003315024,,,,,,,
고기는무한리필입니다,Danji_KBBQ,food,-7.70E-05,,,,,,,
food,Danji_KBBQ,food,0.59522635,,,,,,,
gem,Danji_KBBQ,price,-0.004927896,,,,,,,
owners,Danji_KBBQ,price,0.58541524,,,,,,,
pricing,Danji_KBBQ,price,0.5605222,,,,,,,
place,Danji_KBBQ,ambience,0.985502,,,,,,,
Food,Danji_KBBQ,food,0.28968683,,,,,,,
times,Danji_KBBQ,price,0.49037185,,,,,,,
owners,Danji_KBBQ,price,0.69115984,,,,,,,
people,Danji_KBBQ,service,-0.003890291,,,,,,,
time,Danji_KBBQ,price,0.307023,,,,,,,
Service,Danji_KBBQ,food,-0.001237452,,,,,,,
value,Danji_KBBQ,price,-0.001237452,,,,,,,
money,Danji_KBBQ,price,-0.001237452,,,,,,,
speaker,Danji_KBBQ,service,-0.2712542,,,,,,,
group,Danji_KBBQ,price,-0.2712542,,,,,,,
food,Danji_KBBQ,food,-0.002811149,,,,,,,
place,Danji_KBBQ,ambience,0.8013921,,,,,,,
food,Danji_KBBQ,food,0.8013921,,,,,,,
restaurant,Danji_KBBQ,ambience,0.9968879,,,,,,,
friends,Danji_KBBQ,service,0.9968879,,,,,,,
Food,Danji_KBBQ,food,0.797218,,,,,,,
value,Danji_KBBQ,price,0.797218,,,,,,,
family,Danji_KBBQ,price,-0.000657409,,,,,,,
lunch,Danji_KBBQ,price,0.65728307,,,,,,,
weekday,Danji_KBBQ,service,0.65728307,,,,,,,
pork,Danji_KBBQ,food,-0.003593333,,,,,,,
belly,Danji_KBBQ,food,-0.003593333,,,,,,,
Staff,Danji_KBBQ,food,-0.001917012,,,,,,,
meats,Danji_KBBQ,food,-0.004772715,,,,,,,
selection,Danji_KBBQ,food,-0.002610318,,,,,,,
food,Danji_KBBQ,food,0.06694059,,,,,,,
Price,Danji_KBBQ,food,0.1954048,,,,,,,
adults,Danji_KBBQ,service,-0.00170622,,,,,,,
buffet,Danji_KBBQ,food,-0.001706213,,,,,,,
dinner,Danji_KBBQ,price,-0.001706213,,,,,,,
spread,Danji_KBBQ,price,-0.026596926,,,,,,,
food,Danji_KBBQ,food,-0.026596926,,,,,,,
quality,Danji_KBBQ,price,0.69712794,,,,,,,
meat,Danji_KBBQ,food,0.69712794,,,,,,,
lot,Danji_KBBQ,price,-0.036731146,,,,,,,
reservation,Danji_KBBQ,price,-0.002249055,,,,,,,
Food,Danji_KBBQ,food,0.9889728,,,,,,,
value,Danji_KBBQ,price,0.9719044,,,,,,,
money,Danji_KBBQ,price,0.9719044,,,,,,,
owner,Danji_KBBQ,price,0.36918017,,,,,,,
lunch,Danji_KBBQ,price,0.08288524,,,,,,,
time,Danji_KBBQ,price,0.08288524,,,,,,,
side,Danji_KBBQ,price,0.08288524,,,,,,,
dishes,Danji_KBBQ,food,0.08288524,,,,,,,
Cash,Danji_KBBQ,food,-0.03478942,,,,,,,
card,Danji_KBBQ,price,-0.002086356,,,,,,,
payment,Danji_KBBQ,price,-0.000804938,,,,,,,
food,Danji_KBBQ,food,0.5982766,,,,,,,
