feature,place,category,pred,clause_polarity
cake,La_Bonne_Table,food,0.58967894,0.6
ice,La_Bonne_Table,price,-0.00431037,0
cream,La_Bonne_Table,food,-0.00431037,0
microwave,La_Bonne_Table,food,-0.00286559,0.15
home,La_Bonne_Table,price,-0.011727944,0
food,La_Bonne_Table,food,-0.011727944,0
owners,La_Bonne_Table,price,-0.004459016,0
wine,La_Bonne_Table,food,0.6950165,0.7
selection,La_Bonne_Table,food,0.6950165,0.7
boot,La_Bonne_Table,service,0.6950165,0.7
visit,La_Bonne_Table,price,0.31323332,0.3
lunch,La_Bonne_Table,price,0.31323332,0.3
weekend,La_Bonne_Table,price,0.31323332,0.3
atmosphere,La_Bonne_Table,ambience,-0.00418637,0
point,La_Bonne_Table,price,-0.00418637,0
oysters,La_Bonne_Table,food,-0.010678485,0
night,La_Bonne_Table,price,-0.010678485,0
guy,La_Bonne_Table,service,0.46433625,0.25
restaurant,La_Bonne_Table,ambience,0.46433625,0.25
team,La_Bonne_Table,service,-0.002756164,0
dishes,La_Bonne_Table,food,0.79340875,0.8
wine,La_Bonne_Table,food,0.59260255,0.6
selection,La_Bonne_Table,food,0.59260255,0.6
service,La_Bonne_Table,service,0.49935004,0.5
tartiflette,La_Bonne_Table,food,0.07174967,0.166666667
%,La_Bonne_Table,price,0.64992094,0.4
discount,La_Bonne_Table,price,0.64992094,0.4
bottle,La_Bonne_Table,price,0.64992094,0.4
atmosphere,La_Bonne_Table,ambience,-0.00206358,0
cuisine,La_Bonne_Table,food,0.177742,0
beef,La_Bonne_Table,price,-0.022946067,-0.1
bourguignon,La_Bonne_Table,food,-0.022946067,-0.1
eyes,La_Bonne_Table,service,-0.022946067,-0.1
discovery,La_Bonne_Table,price,0.96451455,1
visit,La_Bonne_Table,price,0.96451455,1
style,La_Bonne_Table,price,0.00236924,0
service,La_Bonne_Table,service,0.00236924,0
value,La_Bonne_Table,price,0.45602414,0.5
money,La_Bonne_Table,price,0.45602414,0.5
succulent,La_Bonne_Table,food,-0.002695233,0
place,La_Bonne_Table,ambience,0.4951035,0.5
dining,La_Bonne_Table,ambience,-0.003291868,0
places,La_Bonne_Table,price,-0.003291868,0
food,La_Bonne_Table,food,0.78659207,0.8
service,La_Bonne_Table,service,-0.002765022,0
environment,La_Bonne_Table,price,-0.005371228,0
cuisine,La_Bonne_Table,food,-0.003928229,0
ambiance,La_Bonne_Table,ambience,0.59838337,0.6
value,La_Bonne_Table,price,0.69094896,0.7
money,La_Bonne_Table,price,0.69094896,0.7
food,La_Bonne_Table,food,-0.002811149,0
restaurant,La_Bonne_Table,ambience,-0.22696593,-0.25
owners,La_Bonne_Table,price,0.43326172,0.5
food,La_Bonne_Table,food,0.43326172,0.5
opening,La_Bonne_Table,price,0.075808585,0.1
Book,La_Bonne_Table,Non-Categorised,-0.002915062,0
table,La_Bonne_Table,price,-0.002915062,0
rise,La_Bonne_Table,price,-0.22696593,-0.25
popularity,La_Bonne_Table,price,-0.22696593,-0.25
family,La_Bonne_Table,price,-0.22696593,-0.25
style,La_Bonne_Table,price,-0.22696593,-0.25
wine,La_Bonne_Table,food,0.78676224,0.8
recommendations,La_Bonne_Table,price,0.78676224,0.8
service,La_Bonne_Table,service,0.98574173,1
tuna,La_Bonne_Table,food,0.7533118,0.8
tartare,La_Bonne_Table,food,0.7533118,0.8
👌,La_Bonne_Table,food,0.7533118,0.8
atmosphere,La_Bonne_Table,ambience,0.12207253,0.1
food,La_Bonne_Table,food,0.12207253,0.1
service,La_Bonne_Table,service,0.37256685,0.375
cuisine,La_Bonne_Table,food,0.23048067,0.25
Atmosphere,La_Bonne_Table,food,0.3943545,0.4
staff,La_Bonne_Table,service,0.1269367,0.13
quality,La_Bonne_Table,price,0.12656027,0.16
food,La_Bonne_Table,food,0.50810915,0.5
service,La_Bonne_Table,service,0.79259217,0.8
pasta,La_Bonne_Table,food,0.9867523,1
owners,La_Bonne_Table,price,0.6010501,0.6
time,La_Bonne_Table,price,0.79169106,0.8
restaurant,La_Bonne_Table,ambience,0.5256619,0.472222222
place,La_Bonne_Table,ambience,0.5256619,0.472222222
cooking,La_Bonne_Table,food,0.5256619,0.472222222
food,La_Bonne_Table,food,0.47780976,0.5
quaint,La_Bonne_Table,ambience,0.47780976,0.5
atmosphere,La_Bonne_Table,ambience,0.47780976,0.5
friends,La_Bonne_Table,service,0.47780976,0.5
starters,La_Bonne_Table,service,-0.008698471,0
ones,La_Bonne_Table,price,0.6928083,0.7
selection,La_Bonne_Table,food,-0.003944114,0
wines,La_Bonne_Table,food,-0.003944114,0
mains,La_Bonne_Table,ambience,-0.001846179,0
wife,La_Bonne_Table,price,-0.004797056,0
Anniversary,La_Bonne_Table,food,-0.004797056,0
people,La_Bonne_Table,service,0.13201301,0.2
food,La_Bonne_Table,food,0.13201301,0.2
experience,La_Bonne_Table,price,0.57791734,0.545238095
celebration,La_Bonne_Table,ambience,0.57791734,0.545238095
atmosphere,La_Bonne_Table,ambience,0.5998617,0.6
service,La_Bonne_Table,service,-0.002765022,0
restaurant,La_Bonne_Table,ambience,0.38718325,0.402666667
service,La_Bonne_Table,service,0.69479346,0.7
price,La_Bonne_Table,price,0.38718325,0.402666667
quality,La_Bonne_Table,price,0.38718325,0.402666667
deal,La_Bonne_Table,price,0.93057823,1
wine,La_Bonne_Table,food,0.9305783,1
foie,La_Bonne_Table,food,-0.006740563,0
gras,La_Bonne_Table,food,-0.006740563,0
must,La_Bonne_Table,price,-0.006740563,0
%,La_Bonne_Table,price,-0.011123784,0
bottle,La_Bonne_Table,price,-0.011123784,0
restaurant,La_Bonne_Table,ambience,0.37241206,0.4
cost,La_Bonne_Table,price,0.37241206,0.4
oysters,La_Bonne_Table,food,0.78259325,0.8
hit,La_Bonne_Table,price,-0.004149668,0
kids,La_Bonne_Table,price,0.76355153,0.8
purée,La_Bonne_Table,food,-0.000210881,0
Portions,La_Bonne_Table,food,-0.003914475,0
cream,La_Bonne_Table,food,0.431779,0.6
sauce,La_Bonne_Table,food,0.431779,0.6
mushrooms,La_Bonne_Table,food,0.431779,0.6
time,La_Bonne_Table,price,0.25014755,0.25
foods,La_Bonne_Table,price,0.7408761,0.75
wine,La_Bonne_Table,food,-0.003067866,0
bottle,La_Bonne_Table,price,-0.006452583,0
%,La_Bonne_Table,price,-0.006452583,0
prices,La_Bonne_Table,price,-0.006452583,0
pork,La_Bonne_Table,food,0.5718199,0.6
service,La_Bonne_Table,service,0.79259217,0.8
Thanks,La_Bonne_Table,food,0.17412964,0.2
lady,La_Bonne_Table,ambience,0.17412964,0.2
boss,La_Bonne_Table,price,0.17412964,0.2
manon,La_Bonne_Table,food,0.17412964,0.2
wife,La_Bonne_Table,price,-0.002345286,0
sauce,La_Bonne_Table,food,-0.002706423,0
personality,La_Bonne_Table,service,0.78677523,0.8
tartiflette,La_Bonne_Table,food,0.78290904,0.8
service,La_Bonne_Table,service,0.79259217,0.8
place,La_Bonne_Table,ambience,0.50556797,0.5
Food,La_Bonne_Table,food,0.14029604,0.175
starters,La_Bonne_Table,service,0.14029604,0.175
items,La_Bonne_Table,price,-0.07147049,-0.125
menu,La_Bonne_Table,food,-0.07147049,-0.125
lunch,La_Bonne_Table,price,-0.005580291,0
times,La_Bonne_Table,price,-0.005580291,0
pasta,La_Bonne_Table,food,-0.03667765,0
standards,La_Bonne_Table,price,-0.03667765,0
Food,La_Bonne_Table,food,0.41228405,0.4
👌,La_Bonne_Table,Non-Categorised,0.41228405,0.4
🏻,La_Bonne_Table,food,0.41228405,0.4
ambiance,La_Bonne_Table,ambience,0.41228405,0.4
service,La_Bonne_Table,service,0.7888032,0.8
bistro,La_Bonne_Table,ambience,-0.055790313,0
fare,La_Bonne_Table,price,-0.055790313,0
cheese,La_Bonne_Table,food,0.9907755,1
pasta,La_Bonne_Table,food,0.9907755,1
tasting,La_Bonne_Table,food,-0.006353192,0
dish,La_Bonne_Table,food,-0.006353192,0
problem,La_Bonne_Table,price,-0.006353192,0
hospitality,La_Bonne_Table,price,0.5919699,0.6
part,La_Bonne_Table,price,0.9256402,1
entrées,La_Bonne_Table,food,0.9256402,1
decor,La_Bonne_Table,ambience,0.5179288,0.5
menu,La_Bonne_Table,food,-0.002398849,0
interior,La_Bonne_Table,ambience,-0.20209488,-0.2
price,La_Bonne_Table,price,0.48379678,0.5
quality,La_Bonne_Table,price,0.48379678,0.5
ratio,La_Bonne_Table,price,0.48379672,0.5
review,La_Bonne_Table,price,0.88841486,0.91
food,La_Bonne_Table,food,0.20992494,0.169642857
places,La_Bonne_Table,price,0.20992494,0.169642857
duck,La_Bonne_Table,food,-0.00225921,0
confit,La_Bonne_Table,food,-0.00225921,0
try,La_Bonne_Table,price,-0.002136476,0
porc,La_Bonne_Table,food,0.014095642,0
gras,La_Bonne_Table,food,0.9710771,1
food,La_Bonne_Table,food,1.0034363,1
food,La_Bonne_Table,food,0.6947908,0.7
dinner,La_Bonne_Table,price,0.3553428,0.1875
today,La_Bonne_Table,price,-0.001187615,0
food,La_Bonne_Table,food,0.996575,1
place,La_Bonne_Table,ambience,-0.004504733,0
pictures,La_Bonne_Table,price,-0.14656782,-0.35
minute,La_Bonne_Table,price,0.49650306,0.5
place,La_Bonne_Table,ambience,0.79135895,0.8
owners,La_Bonne_Table,price,0.356041,0.375
food,La_Bonne_Table,food,0.6887002,0.7
food,La_Bonne_Table,food,0.7883266,0.8
Oysters,La_Bonne_Table,food,0.98375297,1
item,La_Bonne_Table,price,-0.042321704,-0.071428571
menu,La_Bonne_Table,food,-0.042321704,-0.071428571
place,La_Bonne_Table,ambience,-0.006060273,0
pizzas,La_Bonne_Table,food,0.994359,1
gem,La_Bonne_Table,price,0.21355411,0.2
place,La_Bonne_Table,ambience,0.21355411,0.2
months,La_Bonne_Table,price,0.21355411,0.2
restaurant,La_Bonne_Table,ambience,-0.108877234,-0.0625
bit,La_Bonne_Table,price,-0.108877234,-0.0625
influence,La_Bonne_Table,price,-0.108877234,-0.0625
pizza,La_Bonne_Table,food,-0.10887722,-0.0625
menu,La_Bonne_Table,food,-0.00168591,0
duck,La_Bonne_Table,food,-0.001685895,0
confit,La_Bonne_Table,food,-0.001685895,0
pasta,La_Bonne_Table,food,-0.004207782,0
dish,La_Bonne_Table,food,0.12007303,0.195
dinner,La_Bonne_Table,price,0.5082307,0.5
tartiflette,La_Bonne_Table,food,0.03982611,0.1
menu,La_Bonne_Table,food,0.03982611,0.1
food,La_Bonne_Table,food,0.9875786,1
lots,La_Bonne_Table,price,-0.004364111,0
cheese,La_Bonne_Table,food,-0.004364111,0
options,La_Bonne_Table,price,-0.004364111,0
food,La_Bonne_Table,food,0.7883266,0.8
owners,La_Bonne_Table,price,0.48739028,0.5
service,La_Bonne_Table,service,-0.002765022,0
oyster,La_Bonne_Table,food,0.9319396,1
night,La_Bonne_Table,price,0.9319396,1
date,La_Bonne_Table,price,0.7845343,0.8
friends,La_Bonne_Table,service,0.7845343,0.8
dinner,La_Bonne_Table,price,-0.04205192,-0.05
dishes,La_Bonne_Table,food,0.1376055,0.172222222
Pizza,La_Bonne_Table,Non-Categorised,0.000740498,-5.55E-17
wife,La_Bonne_Table,price,-0.005034961,0
desserts,La_Bonne_Table,food,-0.005034961,0
bottle,La_Bonne_Table,price,0.22515497,0.2
wine,La_Bonne_Table,food,0.22515497,0.2
%,La_Bonne_Table,price,0.22515497,0.2
concept,La_Bonne_Table,price,0.22515497,0.2
gras,La_Bonne_Table,food,-0.002468273,0
duck,La_Bonne_Table,food,-0.002468273,0
confit,La_Bonne_Table,food,-0.002468273,0
way,La_Bonne_Table,price,-0.004726678,0
people,La_Bonne_Table,service,-0.004726678,0
pasta,La_Bonne_Table,food,-0.003211103,0
Revisit,La_Bonne_Table,food,-7.70E-05,0
size,La_Bonne_Table,price,0.25219753,0.156410256
duck,La_Bonne_Table,food,-0.15550965,-0.1
brest,La_Bonne_Table,ambience,0.25219753,0.156410256
dinner,La_Bonne_Table,price,-0.001992881,0
non,La_Bonne_Table,price,0.018530555,-0.3125
smell,La_Bonne_Table,ambience,0.018530555,-0.3125
taste,La_Bonne_Table,price,0.018530555,-0.3125
time,La_Bonne_Table,price,-0.15550965,-0.1
🦆,La_Bonne_Table,food,-0.15550965,-0.1
Bread,La_Bonne_Table,food,0.004266679,0
staff,La_Bonne_Table,service,0.7205217,0.733333333
modernisation,La_Bonne_Table,price,-0.002222218,0
Food,La_Bonne_Table,food,0.17101032,0.166666667
ambience,La_Bonne_Table,ambience,0.6013272,0.6
Pizza,La_Bonne_Table,Non-Categorised,0.6978993,0.7
Duck,La_Bonne_Table,food,0.57922655,0.55
magret,La_Bonne_Table,food,0.57922655,0.55
deals,La_Bonne_Table,price,0.7838533,0.8
wine,La_Bonne_Table,food,0.7838533,0.8
menu,La_Bonne_Table,food,0.7838533,0.8
home,La_Bonne_Table,price,0.3046123,0.3
gras,La_Bonne_Table,food,0.3046123,0.3
try,La_Bonne_Table,price,0.3046123,0.3
products,La_Bonne_Table,price,0.68845797,0.7
lunch,La_Bonne_Table,price,-0.003823504,0
company,La_Bonne_Table,price,-0.003823504,0
Ribeye,La_Bonne_Table,Non-Categorised,0.022017278,0
steak,La_Bonne_Table,food,-0.000559457,0
sides,La_Bonne_Table,price,-0.003140576,0
visit,La_Bonne_Table,price,0.29498622,0.3
tartare,La_Bonne_Table,food,-0.004329279,0
pizza,La_Bonne_Table,food,-0.001980148,0
gastronomy,La_Bonne_Table,food,0.000397898,0
staff,La_Bonne_Table,service,0.7888381,0.8
atmosphere,La_Bonne_Table,ambience,0.6928973,0.7
wine,La_Bonne_Table,food,0.891881,0.91
place,La_Bonne_Table,ambience,0.79135895,0.8
pizza,La_Bonne_Table,food,0.055353876,0.05
pasta,La_Bonne_Table,food,-0.003492594,0
duck,La_Bonne_Table,food,-0.001243047,0
gras,La_Bonne_Table,food,-0.000940599,0
Stars,La_Bonne_Table,food,-0.003193401,0
perfection,La_Bonne_Table,price,-0.002036549,0
staple,La_Bonne_Table,price,0.015473329,0
wine,La_Bonne_Table,food,0.52985114,0.5
money,La_Bonne_Table,price,0.29357952,0.3
restaurant,La_Bonne_Table,ambience,0.39717007,0.455
restaurant,La_Bonne_Table,ambience,0.4901964,0.5
range,La_Bonne_Table,price,-0.001966573,0
prices,La_Bonne_Table,price,0.4901964,0.5
ingredients,La_Bonne_Table,food,0.29117832,0.3
wine,La_Bonne_Table,food,-0.003109835,0
selection,La_Bonne_Table,food,-0.003109835,0
bread,La_Bonne_Table,food,0.9830774,1
Manon,La_Bonne_Table,Non-Categorised,-7.70E-05,0
review,La_Bonne_Table,price,0.1972743,0.2
restaurant,La_Bonne_Table,ambience,0.9848643,1
experience,La_Bonne_Table,price,0.9155283,0.91
service,La_Bonne_Table,service,0.988173,1
place,La_Bonne_Table,ambience,0.9117189,1
food,La_Bonne_Table,food,0.9886029,1
desserts,La_Bonne_Table,food,0.9850763,1
congratulations,La_Bonne_Table,service,-0.002417751,0
chef,La_Bonne_Table,food,-0.002417751,0
staff,La_Bonne_Table,service,-0.002751567,0
Merci,La_Bonne_Table,Non-Categorised,-7.70E-05,0
beaucoup,La_Bonne_Table,food,-7.70E-05,0
lot,La_Bonne_Table,price,-0.003027633,0
review,La_Bonne_Table,price,-0.003027633,0
dinner,La_Bonne_Table,price,-0.014214031,0
fig,La_Bonne_Table,food,0.9411214,1
foie,La_Bonne_Table,food,0.9411214,1
gras,La_Bonne_Table,food,0.9411214,1
tartiflette,La_Bonne_Table,food,0.9411214,1
dessert,La_Bonne_Table,food,-0.001397699,0
restaurants,La_Bonne_Table,price,-0.09798125,-0.125
Yves,La_Bonne_Table,food,-7.70E-05,0
Merci,La_Bonne_Table,Non-Categorised,-7.70E-05,0
beaucoup,La_Bonne_Table,food,-7.70E-05,0
comment,La_Bonne_Table,price,0.6648191,0.7
Bonjour,La_Bonne_Table,Non-Categorised,-7.70E-05,0
avons,La_Bonne_Table,food,-9.97E-05,0
lire,La_Bonne_Table,price,-9.97E-05,0
vôtre,La_Bonne_Table,food,-9.97E-05,0
commentaire,La_Bonne_Table,food,-9.97E-05,0
et,La_Bonne_Table,ambience,-9.97E-05,0
espérons,La_Bonne_Table,food,-9.97E-05,0
revoir,La_Bonne_Table,food,-9.97E-05,0
bientôt,La_Bonne_Table,food,-9.97E-05,0
d'être,La_Bonne_Table,food,-0.002003931,0
fêter,La_Bonne_Table,food,-0.002003931,0
cuisine,La_Bonne_Table,food,-0.003214218,0
ingredients,La_Bonne_Table,food,0.29535168,0.3
superb,La_Bonne_Table,price,0.99402475,1
pizzas,La_Bonne_Table,food,0.9940248,1
heartwarming,La_Bonne_Table,Non-Categorised,-0.00150881,0
Merci,La_Bonne_Table,Non-Categorised,-7.70E-05,0
beaucoup,La_Bonne_Table,food,-7.70E-05,0
restaurant,La_Bonne_Table,ambience,-0.003189795,0
pleasure,La_Bonne_Table,price,0.023735635,0
review,La_Bonne_Table,price,0.023735635,0
cheese,La_Bonne_Table,food,0.77424663,1
pasta,La_Bonne_Table,food,0.77424663,1
room,La_Bonne_Table,ambience,0.77424663,1
Merci,La_Bonne_Table,Non-Categorised,-7.70E-05,0
beaucoup,La_Bonne_Table,food,-7.70E-05,0
review,La_Bonne_Table,price,0.000242747,0
pleasure,La_Bonne_Table,price,0.09571421,0.5
food,La_Bonne_Table,food,0.09571421,0.5
time,La_Bonne_Table,price,0.09571421,0.5
gem,La_Bonne_Table,price,0.7381264,0.7
coast,La_Bonne_Table,price,0.7381264,0.7
food,La_Bonne_Table,food,0.7381264,0.7
specials,La_Bonne_Table,price,-0.004648365,0
duck,La_Bonne_Table,food,-0.004648365,0
confit,La_Bonne_Table,food,-0.004648365,0
mash,La_Bonne_Table,food,-0.004648365,0
dessert,La_Bonne_Table,food,0.005146883,0
Ivan,La_Bonne_Table,Non-Categorised,-0.001602776,0
Merci,La_Bonne_Table,Non-Categorised,-7.70E-05,0
beaucoup,La_Bonne_Table,food,-7.70E-05,0
restaurant,La_Bonne_Table,ambience,-0.001874775,0
place,Danji_KBBQ,ambience,0.9772389,1
barbecue,Danji_KBBQ,food,0.9772389,1
buffet,Danji_KBBQ,food,-7.70E-05,0
aircon,Danji_KBBQ,food,0.334405,0.35
dining,Danji_KBBQ,ambience,0.334405,0.35
pm,Danji_KBBQ,service,0.334405,0.35
food,Danji_KBBQ,food,0.31486538,0.3
service,Danji_KBBQ,service,0.69859076,0.7
food,Danji_KBBQ,food,0.9824078,1
service,Danji_KBBQ,service,0.98574173,1
dining,Danji_KBBQ,ambience,0.39330822,0.39
experience,Danji_KBBQ,price,0.39330822,0.39
👌,Danji_KBBQ,food,-0.00204096,0
authencity,Danji_KBBQ,food,0.50297815,0.5
meat,Danji_KBBQ,food,0.50297815,0.5
dinner,Danji_KBBQ,price,0.96693105,1
couple,Danji_KBBQ,price,0.594621,0.6
place,Danji_KBBQ,ambience,-0.003523372,0
food,Danji_KBBQ,food,0.7713469,0.8
meat,Danji_KBBQ,food,0.21730343,0.25
reviewer,Danji_KBBQ,service,0.08007289,0
boys,Danji_KBBQ,service,0.41401395,0.433333333
family,Danji_KBBQ,price,0.39342263,0.38
ppl,Danji_KBBQ,ambience,0.26302415,0.25
price,Danji_KBBQ,price,0.7713469,0.8
foods,Danji_KBBQ,price,0.9182625,1
price,Danji_KBBQ,price,0.9182625,1
business,Danji_KBBQ,price,0.76308465,0.8
rates,Danji_KBBQ,price,0.76308465,0.8
price,Danji_KBBQ,price,-0.002257325,0
point,Danji_KBBQ,price,-0.002257325,0
spread,Danji_KBBQ,price,0.024142496,-0.1
pandemic,Danji_KBBQ,price,-0.26399106,-0.3125
place,Danji_KBBQ,ambience,-0.003830448,0
dinner,Danji_KBBQ,price,-0.001267023,0
service,Danji_KBBQ,service,0.37446257,0.375
selection,Danji_KBBQ,food,-0.10458062,-0.1
premium,Danji_KBBQ,food,-0.10458062,-0.1
cuts,Danji_KBBQ,price,-0.10458062,-0.1
beef,Danji_KBBQ,price,-0.10458062,-0.1
ribeye,Danji_KBBQ,food,-0.004164673,0
effort,Danji_KBBQ,price,0.17310184,0.2
quality,Danji_KBBQ,price,-0.001320317,0
money,Danji_KBBQ,price,0.29357952,0.3
staff,Danji_KBBQ,service,0.9834189,1
weekday,Danji_KBBQ,service,-0.000602938,0
lunch,Danji_KBBQ,price,-0.000602938,0
service,Danji_KBBQ,service,0.98574173,1
dinner,Danji_KBBQ,price,0.30335325,0.333333333
area,Danji_KBBQ,price,-0.001883678,0
gem,Danji_KBBQ,price,-0.003647417,-0.166666667
value,Danji_KBBQ,price,0.9719044,1
money,Danji_KBBQ,price,0.9719044,1
family,Danji_KBBQ,price,0.9577225,1
restaurant,Danji_KBBQ,ambience,0.9577225,1
buffet,Danji_KBBQ,food,0.9577225,1
variety,Danji_KBBQ,price,0.46648774,0.5
dinner,Danji_KBBQ,price,0.46648774,0.5
lunch,Danji_KBBQ,price,0.46648774,0.5
reservation,Danji_KBBQ,price,0.010343887,0
service,Danji_KBBQ,service,0.7597691,0.75
Pork,Danji_KBBQ,food,-0.002842732,0
couple,Danji_KBBQ,price,0.49064836,0.4875
restaurant,Danji_KBBQ,ambience,0.49064836,0.4875
kimchi,Danji_KBBQ,food,0.97763836,1
beef,Danji_KBBQ,price,-0.21719411,-0.25
chicken,Danji_KBBQ,food,-0.59353375,-0.6
seafood,Danji_KBBQ,food,-0.00159248,0
Food,Danji_KBBQ,food,0.4693191,0.5
Staff,Danji_KBBQ,food,0.22067696,0.166666667
Selection,Danji_KBBQ,food,-0.06810806,-0.071428571
cash,Danji_KBBQ,price,0.008438244,0
stars,Danji_KBBQ,price,0.004877403,0
NETS,Danji_KBBQ,food,-7.70E-05,0
owners,Danji_KBBQ,price,0.36831108,0.375
value,Danji_KBBQ,price,0.2789227,0.3
buffet,Danji_KBBQ,food,0.2789227,0.3
dishes,Danji_KBBQ,food,0.46824566,0.5
hours,Danji_KBBQ,price,0.59612095,0.6
time,Danji_KBBQ,price,0.59612095,0.6
Meat,Danji_KBBQ,Non-Categorised,0.59612095,0.6
price,Danji_KBBQ,price,0.59612095,0.6
lots,Danji_KBBQ,price,0.38415295,0.4
sides,Danji_KBBQ,price,0.38415295,0.4
condiments,Danji_KBBQ,food,-0.002115876,0
food,Danji_KBBQ,food,0.71090275,0.7
service,Danji_KBBQ,service,0.71090275,0.7
environment,Danji_KBBQ,price,0.1242062,0.2
city,Danji_KBBQ,price,0.39238268,0.6
weekend,Danji_KBBQ,price,0.39238268,0.6
Food,Danji_KBBQ,food,0.292472,0.3
sides,Danji_KBBQ,price,0.58462834,0
buffet,Danji_KBBQ,food,0.58462834,0
price,Danji_KBBQ,price,0.58462834,0
meat,Danji_KBBQ,food,0.69467205,0.7
cuts,Danji_KBBQ,price,0.69467205,0.7
buffets,Danji_KBBQ,food,1.0017536,1
need,Danji_KBBQ,price,0.179831,0.166666667
bank,Danji_KBBQ,price,0.179831,0.166666667
quality,Danji_KBBQ,price,0.179831,0.166666667
meat,Danji_KBBQ,food,0.179831,0.166666667
Marinades,Danji_KBBQ,food,-0.000323512,0
food,Danji_KBBQ,food,0.68097854,0.7
price,Danji_KBBQ,price,0.68097854,0.7
bbq,Danji_KBBQ,food,0.34124547,0.4
food,Danji_KBBQ,food,0.6947908,0.7
weekday,Danji_KBBQ,service,-0.00440985,0
afternoon,Danji_KBBQ,price,-0.00440985,0
treat,Danji_KBBQ,price,0.009377062,0
service,Danji_KBBQ,service,0.79259217,0.8
food,Danji_KBBQ,food,0.70153666,0.7
quality,Danji_KBBQ,price,0.70153666,0.7
dining,Danji_KBBQ,ambience,0.00943245,0
guess,Danji_KBBQ,price,0.00943245,0
limit,Danji_KBBQ,price,-0.001585789,0
esters,Danji_KBBQ,food,-0.2779468,-0.3
side,Danji_KBBQ,price,-0.116559796,-0.1
dishes,Danji_KBBQ,food,-0.116559796,-0.1
staff,Danji_KBBQ,service,0.006033719,0
order,Danji_KBBQ,price,0.006033719,0
table,Danji_KBBQ,price,0.006033719,0
contact,Danji_KBBQ,price,0.006033719,0
pax,Danji_KBBQ,food,-0.004277401,0
wastage,Danji_KBBQ,price,-0.004277401,0
🔥,Danji_KBBQ,food,0.6970639,0.7
quality,Danji_KBBQ,price,0.6043974,1
food,Danji_KBBQ,food,0.6043974,1
service,Danji_KBBQ,service,-0.18002358,-0.15
tables,Danji_KBBQ,ambience,-0.18002358,-0.15
diners,Danji_KBBQ,food,-0.18002358,-0.15
cashier,Danji_KBBQ,service,-0.24013114,-0.3
lady,Danji_KBBQ,ambience,-0.24013114,-0.3
bbqs,Danji_KBBQ,food,-0.000982933,0
area,Danji_KBBQ,price,-0.000982933,0
price,Danji_KBBQ,price,-0.001683958,0
Chinatown,Danji_KBBQ,Non-Categorised,-7.70E-05,0
boss,Danji_KBBQ,price,0.5930598,0.6
Korean，very,Danji_KBBQ,food,0.5930598,0.6
joint,Danji_KBBQ,price,0.4594343,0.45
spread,Danji_KBBQ,price,0.4594343,0.45
meat,Danji_KBBQ,food,0.4594343,0.45
veg,Danji_KBBQ,Non-Categorised,-0.028546296,0
options,Danji_KBBQ,price,-0.028546296,0
Food,Danji_KBBQ,food,-0.15917811,-0.15
boss,Danji_KBBQ,price,-0.6174026,-0.35
attitude,Danji_KBBQ,price,-0.6174026,-0.35
dining,Danji_KBBQ,ambience,-0.002589494,0
time,Danji_KBBQ,price,-0.002589494,0
price,Danji_KBBQ,price,0.46742672,0.45
table,Danji_KBBQ,price,-0.18304065,-0.2
idea,Danji_KBBQ,price,0.38832924,0.6
review,Danji_KBBQ,price,0.38832924,0.6
dinner,Danji_KBBQ,price,0.1842528,0
Heat,Danji_KBBQ,Non-Categorised,0.008483499,0
middle,Danji_KBBQ,price,0.008483499,0
plate,Danji_KBBQ,price,0.035046466,-0.075
job,Danji_KBBQ,price,0.035046466,-0.075
heat,Danji_KBBQ,price,0.035046466,-0.075
sides,Danji_KBBQ,price,0.035046466,-0.075
rail,Danji_KBBQ,price,0.39930084,0.4
transportation,Danji_KBBQ,price,0.015558682,0
coffee,Danji_KBBQ,price,0.16408095,0.2
shop,Danji_KBBQ,price,0.16408095,0.2
buffet,Danji_KBBQ,food,0.3602642,0.38
Food,Danji_KBBQ,food,0.5956533,0.6
pricing,Danji_KBBQ,price,0.000972927,0
servicing,Danji_KBBQ,price,0.37966612,0.375
staff,Danji_KBBQ,service,0.37966612,0.375
Ver,Danji_KBBQ,food,0.29296133,0.3
price,Danji_KBBQ,price,0.29296133,0.3
food,Danji_KBBQ,food,0.69083494,0.7
customer,Danji_KBBQ,service,-0.005771473,0
service,Danji_KBBQ,service,-0.005771473,0
spicy,Danji_KBBQ,food,0.7421255,1
pork,Danji_KBBQ,food,0.7421255,1
buffet,Danji_KBBQ,food,0.7086549,0.8
variety,Danji_KBBQ,price,0.7086549,0.8
bbq,Danji_KBBQ,food,0.596071,0.6
Value,Danji_KBBQ,food,-0.002094112,0
money,Danji_KBBQ,price,-0.002094112,0
lunch,Danji_KBBQ,price,-0.003003046,0
buffet,Danji_KBBQ,food,-0.003003046,0
surroundings,Danji_KBBQ,ambience,0.34462357,0.357142857
atmosphere,Danji_KBBQ,ambience,-0.00206358,0
food,Danji_KBBQ,food,0.6915215,0.7
price,Danji_KBBQ,price,0.98516893,1
variety,Danji_KBBQ,price,0.67814374,0.7
food,Danji_KBBQ,food,0.67814374,0.7
meats,Danji_KBBQ,food,0.43263373,0.5
Side,Danji_KBBQ,food,0.22479637,0.25
dishes,Danji_KBBQ,food,0.22479637,0.25
quality,Danji_KBBQ,price,-0.001320317,0
juiciness,Danji_KBBQ,food,0.18373428,0.2
meat,Danji_KBBQ,food,0.18373428,0.2
lunch,Danji_KBBQ,price,-0.004225366,0
